Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Kent,Nilsson,Björktorget 6,Nyköping,51431,Sverige,SE,19571209-2410,+46,08-39 63 56,1957-12-09,True
Irja,Sjöblom,Fahlanderin puistobulevardi 662,Pyhäjoki,82896,Finland,FI,19630918-332A,+358,+358 358476646,1963-09-18,True
Kristin,Berntsen,Hanssenengen 9,Rønning,2844,Norge,NO,19750530-2305,+47,45449277,1975-05-30,True
Nina,Henriksen,Antonsenstykket 51,Oddodden,8873,Norge,NO,19830704-3074,+47,961 31 216,1983-07-04,True
Tove,Moen,Haugringen 4A,Johnsen,5496,Norge,NO,19610909-1842,+47,86085905,1961-09-09,True
Marie-Louise,Ström,Idrottstorget 7,Trelleborg,15915,Sverige,SE,19931126-0464,+46,+46 (0)8 806 788 13,1993-11-26,True
Jorunn,Birkeland,Evensenmyra 4,Audfjord,8081,Norge,NO,19580407-1860,+47,33 00 95 48,1958-04-07,True
Amy,Smith,Thomas Port 243,Tinafort,19101,Danmark,DK,19660404-2606,+45,001-648-245-0778x9998,1966-04-04,True
Helena,Sandberg,Idrottsgatan 9,Lidingö,32910,Sverige,SE,19920310-5744,+46,0943-25 38 12,1992-03-10,True
Riikka,Rajala,Fahlanderin puistokuja 4,Ähtäri,84045,Finland,FI,19501124-706A,+358,046 335 6047,1950-11-24,True
Elin,Paulsen,Nilsenhavna 5A,Engen,3942,Norge,NO,20000903-2388,+47,930 34 015,2000-09-03,True
Linn,Madsen,Moestranda 9A,Haugland,8997,Norge,NO,19590411-2617,+47,+4748484368,1959-04-11,True
Maria,Andersson,Granvägen 814,Södertälje,66003,Sverige,SE,19880223-6094,+46,0922-29 29 34,1988-02-23,True
Turid,Arnesen,Eidehagen 66G,Myhre,1128,Norge,NO,19580809-5073,+45,+47 91 71 32 63,1958-08-09,True
Robert,Brekke,Haugegropa 46G,Madsen,4718,Norge,NO,19750210-9403,+47,+47 63 39 57 30,1975-02-10,False
Johanna,Mikkonen,Immolantie 835,Pihtipudas,09924,Finland,FI,19590801-745P,+358,(+358) 437717254,1959-08-01,True
Maria,Newman,Sanchez Lights 18513,West Shane,72907,Danmark,DK,19691019-9425,+45,821.516.3713x6506,1969-10-19,True
Sofie,Solheim,Alistykket 1,Karlhamn,8219,Norge,NO,19941210-0349,+47,97633245,1994-12-10,True
Debra,Hayes,Rebecca Square 143,Mooreside,05689,Danmark,DK,19750501-2000,+45,+1-505-738-9298,1975-05-01,True
Jonas,Nyman,Bäckgatan 0,Piteå,71160,Sverige,SE,19571006-1968,+46,08-886 14 01,1957-10-06,True
Margareta,Andersson,Industrigränd 678,Uppsala,45574,Sverige,SE,19530325-9697,+46,0863-268 51,1953-03-25,True
Orvokki,Kolehmainen,Betonikatu 35,Pukkila,63235,Finland,FI,19570116-561V,+358,(+358) 696995964,1957-01-16,True
Thor,Johansen,Alilunden 40,Sæther,7759,Norge,NO,19821003-8538,+47,982 37 469,1982-10-03,True
Roger,Olsson,Furutorget 25,Helsingborg,65466,Sverige,SE,19510705-1344,+46,+46 (0)8 384 539 26,1951-07-05,True
Siv,Larsson,Parkgatan 9,Östersund,82499,Sverige,SE,19480826-4637,+46,08-88 89 12,1948-08-26,True
Sture,Eriksson,Parkgatan 3,Göteborg,58243,Sverige,SE,19510329-3306,+46,0267-40 98 63,1951-03-29,True
Johan,Lundqvist,Industristigen 94,Landskrona,59668,Sverige,SE,19600920-5676,+46,+46 (0)90 17 87 66,1960-09-20,True
Erik,Aas,Ruudtoppen 28B,Berge,5219,Norge,NO,19600222-2383,+47,+47 55 17 40 46,1960-02-22,True
Joakim,Olsen,Moetoppen 3,Heleneeid,6782,Norge,NO,19650523-0914,+47,11 36 70 21,1965-05-23,True
Britt,Gustafsson,Ringstigen 7,Helsingborg,35151,Sverige,SE,19550819-0584,+46,0349-169 09,1955-08-19,True
Crystal,Stephens,Lopez Bridge 1765,Nunezton,19214,Danmark,DK,19970204-4408,+45,3936217308,1997-02-04,True
Ida,Bengtsson,Trädgårdsvägen 3,Södertälje,80318,Sverige,SE,19541029-6108,+46,069-054 93 04,1954-10-29,True
Grethe,Vik,Ødegårdlunden 8,Emmastrøm,3787,Norge,NO,19400919-6658,+47,58860393,1940-09-19,True
Gun,Nilsson,Storgränd 82,Skövde,33938,Sverige,SE,19890227-5056,+46,08-659 768 25,1989-02-27,True
Karl,Karlsson,Ringtorget 8,Halmstad,13600,Sverige,SE,19490111-0045,+46,+46 (0)584 542 30,1949-01-11,True
Erik,Persson,Ängsgatan 851,Trollhättan,43915,Sverige,SE,19560706-2746,+46,+46 (0)8 425 361 40,1956-07-06,True
Åke,Jansson,Idrottstorget 41,Sundsvall,88000,Sverige,SE,19530416-9660,+46,08-262 66 65,1953-04-16,True
Lena,Nilsson,Strandstigen 29,Stockholm,67242,Sverige,SE,19600922-7120,+46,+46 (0)8 973 929 50,1960-09-22,True
Göran,Rosén,Bäckstigen 4,Örnsköldsvik,11701,Sverige,SE,19970621-0478,+46,0132-96 75 09,1997-06-21,True
Christer,Johansson,Kvarngatan 1,Borlänge,43299,Sverige,SE,19550809-5334,+46,08-207 338 40,1955-08-09,True
Kelli,Stanley,John Rapids 29402,Port Christopherport,47416,Danmark,DK,19671215-5218,+45,001-496-342-8200x443,1967-12-15,True
Aukusti,Alanen,Chydeniuksenkatu 244,Kangasala,46256,Finland,FI,19440702-839D,+358,+358 19 9957879,1944-07-02,True
Ulf,Andersson,Skolstigen 47,Piteå,46238,Sverige,SE,19750506-3053,+46,0038-61 00 21,1975-05-06,True
Magnus,Larsson,Grangränd 901,Lund,57910,Sverige,SE,19680810-0441,+46,08-133 87 22,1968-08-10,True
Steinar,Holm,Myklebusthøgda 1D,Martinvåg,6861,Norge,NO,19511221-9415,+47,90963940,1951-12-21,True
Karolina,Hansen,Parkgatan 5,Uddevalla,84607,Sverige,SE,19700405-0706,+46,08-85 70 35,1970-04-05,True
David,Martinez,Scott Field 86233,South Luismouth,36625,Danmark,DK,19730601-2938,+45,7492863475,1973-06-01,True
Päivi,Valtonen,Pohjolankuja 376,Ruokolahti,41251,Finland,FI,19740331-135A,+358,+358 964332960,1974-03-31,True
Monica,Calhoun,Gina View 77789,South Kyleshire,63576,Danmark,DK,19481031-0734,+45,001-328-925-3178,1948-10-31,True
Maria,Haugland,Arnesenflata 16,Joakimstrøm,4703,Norge,NO,19910608-5250,+47,41500377,1991-06-08,True
David,Juarez,Walsh Avenue 10316,West Maryburgh,88198,Danmark,DK,19800627-5459,+45,674.661.7273x878,1980-06-27,True
Ronny,Karlsson,Stationsvägen 4,Trelleborg,77394,Sverige,SE,19781104-7239,+46,08-44 05 08,1978-11-04,True
Elsa,Andersson,Skogsvägen 0,Linköping,76581,Sverige,SE,19540725-5422,+46,+46 (0)8 949 338 68,1954-07-25,True
Anita,Sandvik,Nielsenstien 4,Nygård,8660,Norge,NO,19860505-6256,+47,+47 79 91 46 34,1986-05-05,True
Mikael,Peltonen,Edelfeltinbulevardi 3,Kiuruvesi,71219,Finland,FI,19610703-0833,+358,018 284 1403,1961-07-03,True
Rolf,Svensson,Kyrkvägen 37,Halmstad,13316,Sverige,SE,19631204-4268,+46,08-183 685 58,1963-12-04,True
Annie,Henriksson,Kvarnvägen 883,Lund,91638,Sverige,SE,19470704-3476,+46,08-615 339 42,1947-07-04,True
Hjalmar,Andersson,Björkgränd 0,Norrköping,24669,Sverige,SE,19431027-9633,+46,+46 (0)08 87 14 32,1943-10-27,True
Nils,Andersen,Knutsenlia 1,Hansen,9291,Norge,NO,19940312-7914,+47,03713376,1994-03-12,True
Elisabet,Andreasson,Parkvägen 992,Norrköping,87460,Sverige,SE,19540717-5002,+46,08-64 33 51,1954-07-17,True
Susanne,Andersson,Kyrkogatan 5,Lidingö,55642,Sverige,SE,19940124-3703,+46,08-821 92 05,1994-01-24,True
Juhani,Takala,Wallininpolku 00,Siilinjärvi,73934,Finland,FI,19740905-124N,+358,+358 00 9595384,1974-09-05,True
Kimberly,Kelly,Michael Walk 433,Walshchester,27331,Danmark,DK,19751213-8784,+45,(626)555-2733,1975-12-13,True
Paul,Hogan,Karen Way 159,Vazquezmouth,50304,Danmark,DK,19850302-9800,+45,403.241.2403,1985-03-02,True
Fredrik,Martinsson,Åkertorget 331,Karlskrona,53839,Sverige,SE,19641005-8964,+46,+46 (0)01 82 84 25,1964-10-05,True
Birgitta,Johansson,Grangatan 25,Nyköping,11897,Sverige,SE,19810126-1606,+46,0578-150 14,1981-01-26,True
Lennart,Magnusson,Aspgatan 43,Falun,13303,Sverige,SE,19550702-6264,+46,+46 (0)49 89 69 96,1955-07-02,True
Kjell,Myhre,Myhrestranda 4,Abrahamsen,0950,Norge,NO,19420704-3252,+47,95731016,1942-07-04,True
Johan,Andersson,Genvägen 4,Ängelholm,58940,Sverige,SE,19580929-2799,+46,+46 (0)813 411 28,1958-09-29,True
Martine,Gundersen,Andreassenroa 54B,Greteø,9959,Norge,NO,19680301-4112,+47,+4732899579,1968-03-01,True
Ragnhild,Andersen,Ellingsensvingen 45,Bakke,9956,Norge,NO,19450831-7070,+47,495 46 195,1945-08-31,True
Åke,Jonsson,Björkstigen 9,Trelleborg,96632,Sverige,SE,19600902-6713,+46,005-157 68 68,1960-09-02,True
Björn,Dahl,Åkergränd 8,Falun,67784,Sverige,SE,19420916-5988,+46,+46 (0)8 963 520 77,1942-09-16,True
Ryan,Cooper,Alyssa Port 65612,Port Gregoryside,48200,Danmark,DK,19470912-7399,+45,858.957.3555,1947-09-12,True
Pontus,Johansson,Fabriksvägen 5,Ängelholm,92506,Sverige,SE,19570807-8492,+46,08-060 36 56,1957-08-07,True
Ulla-Britt,Gustafsson,Gengränd 872,Halmstad,58417,Sverige,SE,19700711-0839,+46,0557-45 76 82,1970-07-11,True
Kristian,Andersson,Villatorget 76,Lidköping,60921,Sverige,SE,19560222-8694,+46,+46 (0)8 385 822 55,1956-02-22,True
Susanna,Laakkonen,Vesakkokatu 97,Hailuoto,27021,Finland,FI,19430320-363D,+358,+358 105305581,1943-03-20,True
Eirik,Engen,Johannessenstykket 83D,Jennyberg,4647,Norge,NO,19400601-2132,+47,23409488,1940-06-01,True
Pentti,Rintala,Disantie 03,Kivijärvi,99976,Finland,FI,19971213-027X,+358,+358 940814025,1997-12-13,True
Sören,Andersson,Kyrkvägen 0,Borlänge,84916,Sverige,SE,19440325-8442,+46,08-416 712 81,1944-03-25,True
Betty,Ramos,Jason Club 5309,Josephbury,01219,Danmark,DK,19800321-3854,+45,001-587-461-9052x3831,1980-03-21,True
Kristin,Evensen,Haugetjernet 1,Larsen,4936,Norge,NO,19510307-6523,+47,400 88 937,1951-03-07,True
Jorunn,Strøm,Tveitvollen 9D,Ødegård,4907,Norge,NO,19721014-6764,+47,47444991,1972-10-14,True
Jan,Aas,Strandringen 9E,Joakimeid,7886,Norge,NO,19840501-6214,+47,43003661,1984-05-01,True
Maria,Johansson,Gengatan 8,Jönköping,89158,Sverige,SE,19600222-3137,+46,+46 (0)83 28 34 88,1960-02-22,True
Britt,Persson,Storgränd 73,Stockholm,15625,Sverige,SE,19820122-9906,+46,+46 (0)71 51 75 25,1982-01-22,True
Ensio,Juvonen,Harbonpolku 571,Rauma,35929,Finland,FI,19820916-3647,+358,+358 636314942,1982-09-16,True
Susan,Lewis,Andrea Mountain 535,Taylorview,78522,Danmark,DK,19590809-6365,+45,890-407-8579x5273,1959-08-09,True
Johan,Johannesson,Järnvägsvägen 3,Lidingö,44716,Sverige,SE,19770702-1061,+46,08-971 885 38,1977-07-02,True
Kristina,Danielsson,Åkergatan 517,Sandviken,82551,Sverige,SE,19640823-3414,+46,065-34 65 13,1964-08-23,True
Kerstin,Nilsson,Aspgränd 2,Varberg,91844,Sverige,SE,19610305-2537,+46,+46 (0)8 190 207 67,1961-03-05,True
Christian,Henriksen,Johansenkollen 44,Kristiansen,9935,Norge,NO,19430924-4179,+47,488 44 639,1943-09-24,True
Ann-Charlotte,Martinsson,Ringvägen 26,Skellefteå,52539,Sverige,SE,19990726-5518,+46,046-535 43 65,1999-07-26,True
Lars,Andersson,Stationsvägen 715,Trollhättan,49129,Sverige,SE,19840909-5814,+46,+46 (0)85 15 53 22,1984-09-09,True
Jonathan,Bartlett,Kristen Mountain 23352,Obrienton,19370,Danmark,DK,19880315-5676,+45,876-469-5758x08423,1988-03-15,True
Siri,Andreassen,Alibråten 2,Paulsen,6945,Norge,NO,19550428-3999,+47,64 94 62 80,1955-04-28,True
Stein,Andersen,Antonsenbakken 8F,Arnesen,7712,Norge,NO,19731116-5852,+47,929 27 872,1973-11-16,True
Greta,Larsson,Furuvägen 878,Borås,41040,Sverige,SE,19730310-2859,+46,08-318 21 23,1973-03-10,True
Lena,Andersson,Ekstigen 863,Kristianstad,16799,Sverige,SE,19940919-7242,+46,08-776 85 53,1994-09-19,True
Leif,Johansson,Åkervägen 06,Ängelholm,99415,Sverige,SE,19960503-2897,+46,+46 (0)8 222 527 44,1996-05-03,True
Marketta,Vainio,Graniittipolku 031,Lieksa,45128,Finland,FI,19910711-081R,+358,0427340319,1991-07-11,True
Mona,Karlsson,Nygränd 3,Halmstad,17214,Sverige,SE,19400501-4671,+46,0833-610 46,1940-05-01,True
Denise,Garcia,Eric Knoll 537,Lake Joseburgh,33652,Danmark,DK,19400519-0609,+45,+1-985-691-5903x054,1940-05-19,True
David,Andersson,Kyrkogatan 46,Borlänge,87460,Sverige,SE,19811107-9474,46,+46 (0)19 45 36 32,1981-11-07,True
Morgan,Hedlund,Industrivägen 567,Växjö,52303,Sverige,SE,19680515-3482,+46,08-510 94 36,1968-05-15,True
Richard,Burns,Emily Inlet 4871,Stephensmouth,10698,Danmark,DK,19420624-4242,+45,661-340-7101x84910,1942-06-24,True
Kim,Tangen,Myhrekollen 70E,Hagen,4032,Norge,NO,19441227-1052,+47,+47 76 43 37 04,1944-12-27,True
Viktor,Hedman,Parkgatan 4,Örebro,43469,Sverige,SE,19970822-3079,+46,08-36 38 81,1997-08-22,True
Åke,Andersson,Villatorget 1,Halmstad,34430,Sverige,SE,19620826-5401,+46,+46 (0)45 05 95 73,1962-08-26,True
Anette,Jonasson,Kyrkotorget 91,Östersund,37101,Sverige,SE,19571023-9854,+46,064-686 65 20,1957-10-23,True
Johan,Lundström,Skolvägen 502,Örebro,85756,Sverige,SE,19940806-0737,+46,08-506 72 95,1994-08-06,True
Egil,Kristensen,Nygårdvollen 3,Andresen,6529,Norge,NO,19800903-0575,+47,411 16 671,1980-09-03,True
Arne,Håkansson,Ringstigen 674,Luleå,85292,Sverige,SE,19570212-9966,+46,08-007 219 22,1957-02-12,True
Lennart,Ågren,Grantorget 89,Uppsala,83436,Sverige,SE,19830407-7157,46,08-84 08 94,1983-04-07,True
Dag,Andreassen,Jensenrøa 06,Strøm,8931,Norge,NO,19720626-2364,+47,+4768836138,1972-06-26,True
Philip,Moran,Ashley Ridge 901,Johnside,87646,Danmark,DK,19790121-3992,+45,+1-791-649-1931x23173,1979-01-21,True
Peter,Rivera,Dixon Shore 6517,Lake Aaronborough,31601,Danmark,DK,19710315-8685,+45,(954)669-5002,1971-03-15,True
Leif,Lien,Solbergengen 366,Aune,3485,Norge,NO,19680430-8487,+47,31734095,1968-04-30,True
Natalie,Branch,Raymond Radial 95956,Franklinport,24264,Danmark,DK,19851231-5670,+45,(534)621-3987x62367,1985-12-31,True
Gerd,Karlsson,Skoltorget 6,Helsingborg,18889,Sverige,SE,19920527-5788,+46,029-63 24 70,1992-05-27,True
Daniel,Nilsson,Björktorget 8,Borås,94563,Sverige,SE,19420206-7779,+46,08-342 72 20,1942-02-06,True
Margareta,Larsson,Kyrkogränd 325,Jönköping,57888,Sverige,SE,19751222-9623,+46,08-295 070 47,1975-12-22,True
Anita,Eriksen,Edvardsenhavna 9C,Aune,0285,Norge,NO,19651007-7320,+47,47615092,1965-10-07,True
Karin,Nilsson,Backgränd 8,Östersund,70231,Sverige,SE,19620810-5726,+46,+46 (0)701 194 13,1962-08-10,True
Marcia,Simmons,Ross Track 244,Lake Patriciashire,60545,Finland,DK,19430708-1481,+45,332.266.3807,1943-07-08,True
Brandy,Martinez,Bates Overpass 08387,West Patriciashire,78258,Danmark,DK,19800416-0085,+45,(957)415-5781x682,1980-04-16,True
Mona,Hansen,Engenvika 7,Lenesand,9602,Norge,NO,19941111-5796,+47,+47 23 17 80 25,1994-11-11,True
Jesper,Ohlsson,Storgatan 95,Södertälje,44105,Sverige,SE,19970628-8637,+46,+46 (0)426 169 59,1997-06-28,True
Josefin,Holmström,Nystigen 059,Sandviken,81286,Sverige,SE,19921106-6525,+46,+46 (0)329 307 10,1992-11-06,True
Egil,Nguyen,Halvorsenflata 7,Jørgenvik,8661,Norge,NO,19900301-3791,+47,99411259,1990-03-01,True
Ingeborg,Jensen,Bergebakken 4,Edvardsen,6815,Norge,NO,19931227-8183,+47,+47 97 29 05 69,1993-12-27,True
Ebba,Jonsson,Aspstigen 2,Halmstad,44296,Sverige,SE,19790411-2503,+46,+46 (0)203 182 21,1979-04-11,True
Marie,Karlsson,Backvägen 013,Trollhättan,99548,Sverige,SE,19700215-2800,+46,+46 (0)500 934 33,1970-02-15,True
Karin,Lundqvist,Kyrkogatan 682,Eskilstuna,51430,Finland,SE,19560808-1816,+46,08-725 61 61,1956-08-08,True
Irene,Haugen,Rasmussentoppen 99,Sivsand,7747,Norge,NO,19670303-4550,+47,44990770,1967-03-03,True
Amy,Martinez,Cindy Divide 36030,South Cole,90799,Danmark,DK,19600514-0154,+45,673.787.6749,1960-05-14,True
Anders,Karlsson,Furugatan 40,Östersund,43005,Sverige,SE,19850913-0981,+46,0151-96 80 80,1985-09-13,True
Steven,Miranda,Williams Spur 110,North Pam,27098,Danmark,DK,19600620-4754,+45,822.214.1729x16285,1960-06-20,True
Daniel,Nyberg,Fabriksvägen 1,Karlskoga,30729,Sverige,SE,19870716-7766,+46,+46 (0)8 124 197 42,1987-07-16,True
